,title,label
1787,metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to china lee man paper co. .,1
1591,russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,2
462,"vaisala oyj press release september 30 , 2010 vaisala has signed a contract to sell its oxygen measurement technology and business to sick maihak gmbh .",1
4703,operating profit fell to eur 6.2 mn from eur 8.5 mn in the third quarter of 2007 .,0
3596,"following the divestment , fiskars outdoor unit will comprise the brands gerber , silva and buster , and will focus on multitools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",2
4725,"alma media operating profit amounted to eur 11.9 mn , down from eur 15.0 mn a year earlier .",0
4733,"however , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",0
1721,"proving that good cellphone design is truly a work of art , the website for the nokia 6131 provides a colorful canvas for the expression of mobileinspired sentiments .",1
980,the expansion aims to attract new customers both in finland and abroad .,1
1908,"panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .",2
1651,"the record date for dividend distribution is march 14 , 2008 .",2
2176,"pretax profit totalled eur 80.8 mn , compared to a loss of eur 13.1 mn in the corresponding period in 2009 .",1
3930,"the unit clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",2
102,clothing chain sepp l net sales increased by 7.0 to eur 30.8 mn .,1
1593,s already good position in the technical building services market in ostrobothnia .,2
260,orders received grew by 55 yearonyear to eur732m .,1
1149,swedish wallenberg family controlled investor has bought a large stake of c shares in swedish retail bank seb .,2
3579,"eq bank forecasts olvi net sales at eur 67mn in the second quarter of 2009 , and operating profit at eur 6.4 mn .",2
349,"nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",1
1679,"to see more of new haven register , or to subscribe to the newspaper .",2
1017,"according to the original merger plan , scanfil would get a 79 stake in the combined business .",2
4350,"the floor area of the yliopistonrinne project will be 7,900 sq m and the building gross area will total 12,800 sq m. a total 25.1 of the facilities have been let .",2
3420,this amount will not be included in the pensionable salary .,2
627,18 january 2010 finnish it consultancy trainers house oyj hel trh1v said last friday it resolved to issue a eur5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,1
987,the rationalization of the operations seeks to achieve over eur 1 million in yearly savings as from the second quarter of the current financial year .,1
4503,"the previously concluded adaptation measures concerning the other personnel are adequate for the time being , raute said .",1
1757,president and ceo mika vehvil inen says the positive signs are first and foremost emerging outside finland .,1
2097,finnish aluminium products manufacturer nordic aluminium plc omx helsinki noa1v reported on monday 18 august an operating profit of eur7 .9 m on net sales of eur55 .2 m for the period januaryjune 2008 .,2
3047,"niina nenonen , marimekko current director for clothing , bags and accessories lines , will take up this role .",2
3839,"the equipment will be made at vaahto plant in hollola in finland , and delivery is scheduled for the first quarter of 2009 .",2
3280,"the market value of one crane is some usd6m , reported the finnish news agency stt .",2
3564,currently alfred a palmberg is putting the finishing touches to one of finland biggest ever replumbing and bathroom refurbishment projects also in the district of vuosaari .,2
2679,"the shares subscribed for under the stock options were registered in the trade register on 20 january 2011 , as of which date the new shares will establish shareholder rights .",2
1489,a cut above bring the outdoors in with these birchbranch coasters .,2
4019,finnish communication electronics components supplier scanfil oyj tuesday said sales in the first half of 2006 will be 15 lower than during the same period a year ago .,0
4563,"small firms are suffering at the moment because they are likely to have money trouble , he added .",0
4645,"sampo bank market share of lending was 13.6 , down from 14.4 in the first quarter of 2008 .",0
2927,"global markets direct pohjola bank plc financial analysis review is an indepth business , financial analysis of pohjola bank plc. .",2
293,"the fair value of the investment properties totaled eur 2,534.9 mn , up from eur 2,455.1 mn in 2006 .",1
283,"svyturysutenos alus , which is controlled by the nordic group baltic beverages holding bbh , posted a 6.1 percent growth in beer sales for januaryseptember to 101.99 million liters .",1
